0452 Order of precedence, left-to-right in UNION [ALL]  dml079 NULL       02
0453 NULL with empty subquery of ALL, SOME, ANY         dml079 NULL       07
0454 SELECT nonGROUP column in GROUP BY                 flg008 visual chk 01
0455 Relaxed union compatability rules for columns      flg009 visual chk 03
0456 Module language Ada subtype enforcement,name assoc ada006 NULL       00
0457 Transactions serializable: phantom read            mpa005 NULL       00
0458 Priv.violation: GRANT only SELECT to individual    sdl029 NULL       07
0459 Priv.violation: GRANT only INSERT to individual    sdl029 NULL       04
0460 Priv.violation: GRANT only UPDATE to individual    sdl029 NULL       04
0461 Priv.violation: GRANT only DELETE to individual    sdl029 NULL       04
0462 SQLCODE 100: DELETE with no data                   dml080 NULL       04
0463 SQLCODE 100: UPDATE with no data                   dml080 NULL       05
0464 Priv.violation: GRANT only SELECT to PUBLIC        sdl030 NULL       07
0465 Priv.violation: GRANT only INSERT to PUBLIC        sdl030 NULL       04
0466 Priv.violation: GRANT only UPDATE to PUBLIC        sdl030 NULL       04
0467 Priv.violation: GRANT only DELETE to PUBLIC        sdl030 NULL       04
0468 Priv.violation: individual without any privileges  sdl031 NULL       04
0469 GRANT ALL PRIVILEGES to individual                 sdl031 NULL       04
0470 GRANT ALL PRIVILEGES to public                     sdl031 NULL       04
0471 Priv.violation: GRANT privilege not grantable      sdl031 NULL       01
0472 Priv.violation: individual SELECT, column UPDATE   sdl032 NULL       11
0473 Priv.violation: GRANT all on view but not table    sdl033 NULL       12
0474 Priv.violation: need SELECT for searched UPDATE    sdl034 NULL       02
0475 Priv.violation: GRANT ALL w/o GRANT OPTION         sdl034 NULL       01
0476 Priv.violation: GRANT OPTION view but not table    sdl034 NULL       01
0477 Priv.violation: GRANT only SELECT on view          sdl035 NULL       07
0478 Priv.violation: GRANT only INSERT on view          sdl035 NULL       04
0479 Priv.violation: GRANT only UPDATE on view          sdl035 NULL       04
0480 Priv.violation: GRANT only DELETE on view          sdl035 NULL       04
0481 Priv.violation: no privileges on view              sdl036 NULL       04
0482 GRANT ALL PRIVILEGES on view                       sdl036 NULL       04
0483 Priv.violation: GRANT UPDATE not grantable on view sdl036 NULL       01
0484 Priv.violation: SELECT and column UPDATE on view   sdl032 NULL       11
0485 Priv.violation: SELECT and column UPDATE cursor    sdl032 NULL       00
0486 Priv.violation: illegal REFERENCES                 cdr028 NULL       07
0487 SQLSTATE 00000: successful completion              dml081 NULL       02
0488 SQLSTATE 21000: cardinality violation              dml081 NULL       02
0489 SQLSTATE 02000: no data                            dml081 NULL       08
0490 SQLSTATE 22012: data exception/division by zero    dml081 NULL       12
0491 SQLSTATE 22022: data exception/indicator overflow  dml082 synvio_yes 00
0492 SQLSTATE 22019: data exception/invalid escape char dml082 NULL       06
0493 SQLSTATE 22025: data exception/invalid escape seq. dml082 NULL       12
0494 SQLSTATE 22003: data exception/numeric val.range 1 dml082 NULL       18
0495 Priv.violation: illegal GRANT to self              sdl037 NULL       01
0496 SQLSTATE 22002: data exception/null but no indic   dml083 NULL       00
0497 SQLSTATE 22003: data exception/numeric val.range 2 dml091 NULL       22
0498 SQLSTATE 22001: data exception/string right trunc. dml083 NULL       05
0499 SQLSTATE 22024: data exception/unterminat.C string ccc010 NULL       00
0500 SQLSTATE 01003: warning/null elim. in set function dml083 NULL       16
0501 SQLSTATE 01004: warning/string right truncation    dml083 NULL       00
0502 SQLSTATE 24000: invalid cursor state               dml081 NULL       00
0503 SQLSTATE 42000: syntax error or access rule vio.1  dml084 synvio_yes 14
0504 SQLSTATE 42000: syntax error or access rule vio.2  dml084 synvio_yes 10
0505 SQLSTATE 44000: with check option violation        dml082 NULL       05
0506 SQLSTATE 40001: trans.rollback/serialization fail. mpa006 NULL       00
0507 Transactions serializable:  dueling cursors        mpa007 NULL       00
0508 Delimited identifiers                              dml085 NULL       26
0509 Renaming columns with AS for ORDER BY              dml085 NULL       07
0510 <parameter name> = <column name> (OK with SQL-92)  dml085 NULL       00
0511 CHECK clauses in nested views(clarified in SQL-92) dml086 NULL       10
0512 <value expression> for IN predicate                dml090 NULL       03
0513 NUMERIC(4) implies CHECK BETWEEN -9999 AND 9999    dml090 NULL       06
0514 SQLSTATE 23000: integrity constraint violation     dml141 NULL       02
0515 FIPS sizing:  NUMERIC (15) decimal precision       dml132 NULL       09
0516 SQLSTATE 23000: integrity constraint violation     cdr030 NULL       24
0517 Transactions serializable:  Twins Problem          mpa008 NULL       00
0518 CREATE VIEW with DISTINCT                          dml087 NULL       04
0519 CREATE VIEW with subqueries                        dml087 NULL       06
0520 Underscores are legal and significant              dml087 NULL       10
0521 New format in MODULE-<parameter declaration list>  dml088 NULL       00
0522 No implied natural join on FROM T1, T2             cdr029 NULL       02
0523 <value expression> for BETWEEN predicate           dml090 NULL       03
0524 FIPS sizing:  100 Items in a SELECT list           dml132 NULL       06
0525 FIPS sizing:  15 Table references in SQL statement dml132 NULL       03
0526 FIPS sizing:  Length FOREIGN KEY column list = 120 cdr031 NULL       05
0527 Priv. violation:  HU                               dml142 synvio_yes 04
0528 Tables are multi-sets:  cursor operations          dml142 NULL       00
0529 Priv. violation:  SELECT in <insert statement>     dml143 synvio_yes 01
0530 Interactive SQL serializability:  dirty read       mpquic NULL       02
0531 Interactive serializability:  non-repeatable read  mpquic NULL       03
0532 package SQLSTATE_CODES                             ada007 NULL       00
0533 Misc. in package SQL_STANDARD                      ada008 NULL       00
0534 ADA Tasks                                          ada009 NULL       00
0535 COBOL - BINARY PICTURE for INTEGER, SMALLINT type  cob010 NULL       00
0536 FIPS sizing - COBOL BINARY decimal precision >= 9  cob010 NULL       00
0537 Table check constraint:  column vs. column         cdr029 NULL       09
0538 With check option:  column vs. column              cdr029 NULL       08
0539 Interactive SQL serializability:  phantom read     mpquic NULL       03
0554 More column renaming - single row select with join dml085 NULL       02
0556 Static insert, dynamic fetch, static commit        dml123 NULL       00
0557 Static insert, dynamic commit, static rollback     dml123 NULL       00
0558 Dynamic insert, static delete, dynamic count       dml123 NULL       00
0559 Static insert, dynamic rollback, static fetch      dml123 NULL       00
0560 Table privileges vs. column privileges             mpa010 synvio_yes 05
0561 Double SET TRANSACTION                             dml149 NULL       09
0562 Interactive serializability:  ISOLATION MODE       mpquic NULL       04
0564 Outer ref. directly contained in HAVING clause     dml090 NULL       01
0565 VARCHAR for Transitional SQL                       dml092 NULL       00
0566 VARCHAR for TSQL:  dynamic version                 dml093 NULL       00
0567 CHAR type in Dynamic SQL                           dml094 NULL       00
0568 INFORMATION_SCHEMA.TABLES definition               isi001 NULL       20
0569 INFORMATION_SCHEMA.VIEWS definition                isi002 NULL       28
0570 INFORMATION_SCHEMA.COLUMNS definition              isi003 NULL       14
0571 INFORMATION_SCHEMA.SCHEMATA definition             isi004 NULL       05
0572 INFORMATION_SCHEMA.TABLE_PRIVILEGES definition     isi005 NULL       17
0573 INFORMATION_SCHEMA.COLUMN_PRIVILEGES definition    isi006 NULL       15
0574 Orphaned IS data structures, Intermediate SQL      isi007 NULL       38
0575 VARCHAR in INFORMATION_SCHEMA                      isi008 NULL       00
0576 NUMERIC type in Dynamic SQL                        dml095 NULL       00
0577 DECIMAL type in Dynamic SQL                        dml096 NULL       00
0578 INTEGER and SMALLINT types in Dynamic SQL          dml097 NULL       00
0579 FIPS sizing, Dynamic SQL exact numerics            dml098 NULL       00
0580 FIPS sizing, Dynamic SQL approximate numerics      dml098 NULL       00
0581 Implicit numeric casting (feature 9) dynamic       dml099 NULL       00
0582 Implicit numeric casting (feature 9) static        dml099 NULL       08
0583 FIPS sizing, Dynamic SQL character strings         dml099 NULL       00
0584 FIPS sizing, VARCHAR (254) strings (static)        dml092 NULL       00
0585 FIPS sizing, VARCHAR (254) strings (dynamic)       dml093 NULL       00
0586 Sizing of FLOAT in a descriptor (dynamic)          dml098 NULL       00
0587 SET TR READ ONLY / READ WRITE (static)             dml100 NULL       17
0588 SET TR READ ONLY / READ WRITE (dynamic)            dml101 NULL       00
0589 SET TR ISOLATION LEVEL (static)                    mpa013 NULL       00
0590 SET TR ISOLATION LEVEL (dynamic)                   mpa012 NULL       00
0591 NATURAL JOIN (feature 4) (static)                  dml104 NULL       17
0592 INNER JOIN (feature 4) (static)                    dml104 NULL       20
0593 LEFT OUTER JOIN (feature 4) (static)               dml104 NULL       27
0594 RIGHT OUTER JOIN (feature 4) (static)              dml104 NULL       19
0595 NATURAL JOIN (feature 4) (dynamic)                 dml105 NULL       00
0596 INNER JOIN (feature 4) (dynamic)                   dml105 NULL       00
0597 LEFT OUTER JOIN (feature 4) (dynamic)              dml105 NULL       00
0598 RIGHT OUTER JOIN (feature 4) (dynamic)             dml105 NULL       00
0599 UNION in views (feature 8) (static)                dml106 NULL       27
0600 UNION in views (feature 8) (dynamic)               dml107 NULL       00
0601 DATETIME data types (feature 5) (static)           dml106 NULL       05
0602 DATETIME data types (feature 5) (dynamic)          dml107 NULL       00
0603 INFO_SCHEM.TABLES definition                       ist001 NULL       20
0604 INFO_SCHEM.VIEWS definition                        ist002 NULL       25
0605 INFO_SCHEM.COLUMNS definition                      ist003 NULL       14
0606 INFO_SCHEM.SCHEMATA definition                     ist004 NULL       05
0607 INFO_SCHEM.TABLE_PRIVILEGES definition             ist005 NULL       19
0608 INFO_SCHEM.COLUMN_PRIVILEGES definition            ist006 NULL       16
0609 Orphaned IS data structures, Transitional SQL      ist007 NULL       25
0610 VARCHAR in INFO_SCHEM                              ist008 NULL       00
0611 FIPS sizing, DATETIME data types (static)          dml106 NULL       05
0612 FIPS sizing, DATETIME data types (dynamic)         dml107 NULL       00
0613 <datetime value function> (static)                 dml106 NULL       08
0614 <datetime value function> (dynamic)                dml107 NULL       00
0615 DATETIME-related SQLSTATE codes (static)           dml106 synvio_yes 05
0616 DATETIME-related SQLSTATE codes (dynamic)          dml107 NULL       00
0617 DATETIME with predicates, set fns (static)         dml108 NULL       24
0618 DATETIME with predicates, set fns (dynamic)        dml109 NULL       00
0619 DATETIME cursor operations (static)                dml110 NULL       00
0620 DATETIME cursor operations (dynamic)               dml111 NULL       00
0621 DATETIME NULLs (static)                            dml112 NULL       20
0622 DATETIME NULLs (dynamic)                           dml113 NULL       00
0623 OUTER JOINs with NULLs and empty tables (static)   dml112 NULL       27
0624 OUTER JOINs with NULLs and empty tables (dynamic)  dml113 NULL       00
0625 ADD COLUMN and DROP COLUMN (static)                dml112 synvio_yes 37
0626 ADD COLUMN and DROP COLUMN (dynamic)               dml113 NULL       00
0627 <grant statement> (static)                         mpa010 synvio_yes 16
0628 <revoke statement> (static)                        mpa010 synvio_yes 08
0629 <grant statement> (dynamic)                        mpa011 NULL       00
0630 <revoke statement> (dynamic)                       mpa011 NULL       00
0631 Datetimes in a <default clause> (static)           dml112 NULL       10
0632 Datetimes in a <default clause> (dynamic)          dml113 NULL       00
0633 TRIM function (static)                             dml112 NULL       20
0634 TRIM function (dynamic)                            dml113 NULL       00
0635 Feature 13, grouped operations (static)            dml114 NULL       08
0636 Feature 13, grouped operations (dynamic)           dml115 NULL       00
0637 Feature 14, Qualified * in select list (static)    dml114 NULL       14
0638 Feature 14, Qualified * in select list (dynamic)   dml115 NULL       00
0639 Feature 15, Lowercase Identifiers (static)         dml114 NULL       03
0640 Feature 15, Lowercase Identifiers (dynamic)        dml115 NULL       00
0641 Feature 16, PRIMARY KEY enhancement (static)       dml114 NULL       20
0642 Feature 16, PRIMARY KEY enhancement (dynamic)      dml115 NULL       00
0643 Feature 17, Multiple schemas per user              dml133 NULL       03
0644 Feature 18, Multiple module support                dml116 NULL       00
0645 Feature 19, Referential delete actions (static)    dml117 NULL       44
0646 Feature 19, Referential delete actions (dynamic)   dml118 NULL       00
0647 Feature 20, CAST functions (static)                dml119 NULL       14
0648 Feature 20, CAST functions (dynamic)               dml120 NULL       00
0649 Feature 22, Explicit defaults (static)             dml121 NULL       11
0650 Feature 22, Explicit defaults (dynamic)            dml122 NULL       00
0651 Feature 24, Keyword relaxations (static)           dml121 NULL       04
0652 Feature 24, Keyword relaxations (dynamic)          dml122 NULL       00
0653 Descriptors:  DESCRIBE OUTPUT                      dml124 NULL       00
0654 Descriptors:  INTO SQL DESCRIPTOR                  dml124 NULL       00
0655 Descriptors:  USING SQL DESCRIPTOR                 dml124 NULL       00
0656 Descriptors:  datetimes                            dml124 NULL       00
0657 Descriptors:  VARCHAR                              dml125 NULL       00
0658 Descriptors:  SQLSTATE codes                       dml125 NULL       00
0659 Descriptors:  TSQL orphaned features               dml125 NULL       00
0660 Dynamic SQL SQLSTATEs                              dml126 NULL       00
0661 Errata:  datetime casting (static)                 dml121 NULL       03
0662 Errata:  datetime casting (dynamic)                dml122 NULL       00
0663 Errata:  datetime SQLSTATEs (static)               dml121 NULL       03
0664 Errata:  datetime SQLSTATEs (dynamic)              dml122 NULL       00
0665 Diagnostics:  statement information                dml127 NULL       00
0666 Diagnostics:  condition information                dml127 NULL       00
0667 Diagnostics:  access violations                    dml152 NULL       00
0668 Diagnostics:  COMMAND_FUNCTION (static)            dml152 NULL       00
0669 Diagnostics:  COMMAND_FUNCTION F# 3, 11            dml152 NULL       00
0670 Diagnostics:  COMMAND_FUNCTION (dynamic)           dml126 NULL       00
0671 Diagnostics:  DYNAMIC_FUNCTION                     dml126 NULL       00
0672 Diagnostics:  Multiple conditions                  dml152 NULL       00
0673 Diagnostics SQLSTATE:  inv. cond. number           dml152 NULL       00
0674 Diagnostics:  TSQL orphaned features               dml128 NULL       00
0675 Diagnostics:  MORE                                 dml128 NULL       00
0676 Diagnostics:  VARCHAR                              dml129 NULL       00
0677 VARCHAR with <like predicate>                      dml129 NULL       00
0678 Data type semantics with NULL / NOT NULL           dml130 NULL       17
0679 INFO_SCHEM:  Table data types                      dml130 NULL       12
0680 INFO_SCHEM:  View data types                       dml130 NULL       14
0681 INFO_SCHEM:  Varchar data types                    dml129 NULL       00
0682 INFO_SCHEM:  Datetime data types                   dml130 NULL       18
0683 INFO_SCHEM:  Changes are visible                   dml131 NULL       11
0684 INFO_SCHEM:  Visibility to other users             dml131 NULL       09
0685 INFO_SCHEM:  Privileges and privilege views        dml131 NULL       22
0686 INFO_SCHEM:  Primary key enh. is not null          dml131 NULL       04
0687 INFO_SCHEM:  Multiple schemas per user             dml131 NULL       02
0688 INFO_SCHEM:  Dynamic changes are visible           dml134 NULL       00
0689 Many Trans SQL features #1:  inventory system      dml134 NULL       37
0690 Many Trans SQL features #2:  talk show schedule    dml134 NULL       40
0691 INFO_SCHEM:  SQLSTATEs for length overruns         dml134 NULL       04
0692 Many TSQL features #3:  enhanced proj/works        dml135 NULL       28
0693 Many TSQL features #4:  enhanced INFO_SCHEM        dml135 NULL       16
0694 Interval Arithmetic and Casts                      dml135 NULL       32
0695 <updatability clause> in <declare cursor>          dml135 NULL       00
0696 Many TSQL features #5:  Video Game Scores          dml136 NULL       23
0697 Erratum:  drop behavior, constraints (static)      dml137 NULL       06
0698 Erratum:  drop behavior, constraints (dynamic)     dml138 NULL       00
0699 <drop behavior> on a REVOKE (static)               dml139 synvio_yes 05
0700 X/O,DEFAULTS and LIMITS for DATA TYPES             xop700 NULL       00
0701 X/O,WHENEVER SQLWARNING and scoping of C labels    xop701 NULL       00
0702 X/O,ALTER TABLE ADD                                xop702 NULL       00
0703 X/O,CREATE INDEX on existent/non-existent tables   xop703 NULL       00
0706 X/O,CREATE INDEX on at least 6 columns             xop706 NULL       00
0707 X/O,Limit on depth of nested sub-queries           xop707 NULL       00
0708 X/O,Limit on the total length of an Index Key      xop708 NULL       00
0709 X/O,SQL Escape Clause Processing                   xop709 NULL       00
0710 X/O,Acceptance of correctly placed SQLCA           xop710 NULL       00
0712 X/O,MAPPING OF DATATYPES ONTO SQL DECIMAL          xop712 NULL       00
0719 X/O,GRANT ALL with optional PRIVILEGES omitted     xop719 NULL       00
0720 X/O,GRANT ALL with optional PRIVILEGES omitted     xop720 NULL       00
0721 X/O,REVOKE ALL with optional PRIVILEGES omitted    xop721 NULL       00
0722 X/O,REVOKE ALL with optional PRIVILEGES omitted    xop722 NULL       00
0723 X/O,DROP TABLE with outstanding grants and views   xop723 NULL       00
0724 X/O,MAPPING ONTO SQL SMALLINT, DECIMAL AND INTEGER xop712 NULL       00
0725 X/O,INCLUDE SQLCA IN LINKAGE SECTION               xop725 NULL       00
0829 <drop behavior> on a REVOKE (dynamic)              dml140 NULL       00
0830 FIPS Flagger - WHENEVER SQLWARNING                 flg010 visual chk 00
0831 FIPS Flagger - ADD (column, ...)                   flg011 visual chk 01
0832 FIPS Flagger - CREATE INDEX                        flg012 visual chk 02
0833 FIPS Flagger - INCLUDE SQLCA                       flg013 visual chk 00
0834 <length expression> (static)                       dml144 NULL       09
0835 <character substring function> (static)            dml144 NULL       22
0836 <length expression> (dynamic)                      dml145 NULL       00
0837 <character substring function> (dynamic)           dml145 NULL       00
0838 <character substring function> varchar             dml146 NULL       00
0839 Composed <length expression> and SUBSTRING         dml144 NULL       02
0840 Roll back schema manipulation                      dml147 synvio_yes 09
0841 Multiple-join and default order of joins           dml147 NULL       06
0842 Multi-column joins                                 dml147 NULL       36
0843 Ordering of column names in joins                  dml148 NULL       12
0844 Outer join predicates                              dml148 NULL       45
0845 Parameters and indicators in dynamic SQL statement dml150 NULL       00
0846 Feature 20, CAST functions (static) nits           dml149 NULL       34
0847 Dynamic SQL:  serializability                      mpa009 NULL       00
0848 Query spec with subquery is now updatable          dml153 NULL       05
0849 Descriptors:  datetime length in positions         dml154 NULL       00
0850 Comparing fixed vs. variable length char strings   dml155 NULL       15
0851 Errata:  SQL_STANDARD changed to Interfaces.SQL    ada010 NULL       00
0852 Transitive grant in COLUMN_PRIV, TABLE_PRIV        dml154 NULL       02
0853 Exceptions not affecting position of cursor        dml151 NULL       00
0854 Informational:  mixing SDL and DML                 dml154 NULL       05
0855 Dynamic SQL syntax errors                          dml156 NULL       00
0856 Transitional Schema Definition                     dml157 NULL       98
0857 <join condition> set function, outer reference     dml158 NULL       14
0858 ? (dyn parm spec) in <having clause>               dml159 NULL       00
0859 <joined table> contained in <select list>          dml160 NULL       06
0860 Domains over various data types                    dml160 NULL       33
0861 CURRENT_USER, SESSION_USER, SYSTEM_USER            dml161 NULL       03
0862 CURRENT_USER etc. with set session authid          dml161 NULL       04
0863 <joined table> directly contained in cursor, view  dml162 NULL       04
0864 Intermediate Dynamic SQL syntax errors             dml163 NULL       00
0865 Result data types for case expressions             dml163 NULL       08
0866 Case expressions in other than SELECT              dml163 NULL       15
0867 LIKE enhancements:  keyword search                 dml164 NULL       03
0868 More <unique predicate>                            dml164 NULL       02
0869 More table operations                              dml164 NULL       17
0870 Non-identical descriptors in UNION                 dml165 NULL       13
0871 Errata:  Interfaces.SQL.Numerics--TC3 clause 23.3  ada011 NULL       00
0872 Errata:  Interfaces.SQL.Varying--TC3 clause 23.3   ada012 NULL       00
0873 Dynamic schema creation                            dml166 NULL       00
0874 INFORMATION_SCHEMA catalog columns                 dml167 NULL       16
0875 INFORMATION_SCHEMA column coverage                 dml167 NULL       10
0876 SQL_IDENTIFIER and CHARACTER_DATA domains          dml168 NULL       04
0877 Intermediate DB, Flag at Entry level               dml169 visual chk 09
0878 Keyword COLUMN in ALTER TABLE is optional          dml168 NULL       07
0879 <drop table constraint definition>                 dml168 NULL       14
0880 Long constraint names, cursor names                dml170 NULL       11
0881 Long character set names, domain names             dml170 NULL       08
0882 More full outer join                               dml171 NULL       12
0883 Errata:  Interfaces.SQL.Varying.NCHAR--TC3, 23.3   ada013 NULL       00
0884 ASCII_FULL and SQL_TEXT in column definition       dml172 NULL       04
0885 FIPS sizing, CHAR (1000)                           dml173 NULL       04
0886 FIPS sizing, VARCHAR (1000)                        dml174 NULL       05
0887 FIPS sizing, NCHAR (500)                           dml175 NULL       05
0888 FIPS sizing, NCHAR VARYING (500)                   dml176 NULL       05
0889 FIPS sizing, INTEGER binary prec >= 31             dml177 NULL       14
0890 FIPS sizing, SMALLINT binary prec >= 15            dml177 NULL       14
0891 FIPS sizing, 250 columns, 4000 char data statement dml178 NULL       05
0892 FIPS sizing, rowlen >= 8000, statement var >= 4000 dml179 NULL       06
0893 FIPS sizing, descriptor occurrences >= 100         dml180 NULL       00
0894 FIPS sizing, length of column lists >= 750         dml181 NULL       13
0895 FIPS sizing, columns in list >= 15                 dml182 NULL       09
0896 FIPS sizing, 50 WHEN clauses in a CASE expression  dml183 NULL       02
0897 Constraint usage redux                             dml184 NULL       14
0898 COLUMN_DEFAULT interpretation                      dml185 NULL       11
0899 FIPS sizing, INTERVAL decimal leading field prec   dml186 NULL       18
7001 NULLIF producing NULL                              xts700 NULL       13
7002 NULLIF producing non-NULL                          xts798 NULL       27
7003 COALESCE with three <value expression>s            xts799 NULL       15
7004 Compound char. literal in <comparison predicate>   xts701 NULL       13
7005 Compound character literal as inserted value       xts701 NULL       07
7006 Compound character literal in a <select list>      xts701 NULL       02
7007 LIKE with unrestricted <match value>               xts702 NULL       03
7008 LIKE with general char. value for pattern + escape xts702 NULL       06
7009 LIKE with zero-length escape                       xts702 NULL       02
7010 UNIQUE predicate, single table, all values distinc xts703 NULL       02
7011 UNIQUE PREDICATE, table subquery with non-null dup xts703 NULL       04
7012 UNIQUE predicate, duplicates containing null       xts703 NULL       04
7013 Schema definition in an SQL statement-single table xts713 NULL       26
7014 Schema definition named schema, implicit auth-id.  xts714 NULL       23
7015 Schema definition - explicit name and auth-id.     xts715 NULL       30
7016 SET SESSION AUTHORIZATION to current auth-id.      xts716 NULL       05
7017 SET SESSION AUTH. to current auth-id in. transactn xts717 NULL       06
7018 SET SESSION AUTHORIZATION to different value       xts718 NULL       08
7019 Access to KEY_COLUMN_USAGE view                    xts719 NULL       10
7020 Access to VIEW_TABLE_USAGE view                    xts720 NULL       15
7021 Access to VIEW_COLUMN_USAGE view                   xts721 NULL       11
7022 Access to CONSTRAINT_TABLE_USAGE view              xts722 NULL       08
7023 Access to CONSTRAINT_COLUMN_USAGE view             xts723 NULL       10
7024 Access to COLUMN_DOMAIN_USAGE view                 xts724 NULL       11
7025 Flagging - Full SQL INSENSITIVE cursor             xts725 visual chk 00
7026 Flagging Full SQL - cursor FOR UPDATE and ORDER BY xts726 visual chk 00
7027 Flagging - Full SQL - <explicit table> in <qry exp xts727 visual chk 07
7028 Flagging,Full SQL,<null predicate> with two-col ro xts728 visual chk 04
7029 Column name with 19 and 128 characters - regular.  xts729 NULL       41
7030 Table name with 19 characters - delimited.         xts730 NULL       17
7031 View name with 128 characters - delimited.         xts731 NULL       26
7032 NATURAL FULL OUTER JOIN <table ref> -- static.     xts732 NULL       19
7033 FULL OUTER JOIN <table ref> ON <search condition>  xts733 NULL       40
7034 National Character data type in comparison predica xts734 NULL       07
7035 INSERT National character literal in NCHAR column  xts735 NULL       09
7036 Update NCHAR VARYING column with value from NCHAR  xts736 NULL       14
7037 Scrolled cursor with ORDER BY DESC, FETCH NEXT     xts737 NULL       00
7038 Scrolled cursor with ORDER BY DESC, FETCH PRIOR    xts738 NULL       00
7039 Scrolled cursor with ORDER BY int, name ASC, FETCH xts739 NULL       00
7040 COUNT(ALL <column name>) with Nulls in column      xts740 NULL       20
7041 COUNT(ALL NULLIF...) with generated Nulls          xts741 NULL       19
7042 COUNT ALL <literal>                                xts742 NULL       08
7044 Presence of SQL_CHARACTER in CHARACTER_SETS view   xts744 NULL       07
7045 Presence of ASCII_GRAPHIC in CHARACTER_SETS view   xts745 NULL       01
7046 Presence of LATIN1 in CHARACTER_SETS view          xts746 NULL       01
7047 Presence of ASCII_FULL in CHARACTER_SETS view      xts747 NULL       01
7048 Named constraint in column definition in schema de xts748 NULL       14
7049 Named table constraint in table definition.        xts749 NULL       07
7050 Named domain constraint.                           xts750 NULL       04
7051 Name of violated column constraint returned in dia xts751 NULL       00
7052 ALTER TABLE ADD TABLE CONSTRAINT                   xts752 NULL       10
7053 ALTER TABLE ADD COLUMN WITH <data type>            xts753 NULL       11
7054 ALTER TABLE ADD COLUMN WITH domain and constraint  xts754 NULL       09
7055 ALTER TABLE DROP COLUMN RESTRICT                   xts755 NULL       07
7056 ALTER TABLE DROP COLUMN CASCADE                    xts756 NULL       13
7058 Scrolled cursor FETCH ABSOLUTE non-literal, after  xts758 NULL       00
7059 Scrolled cursor on grouped view,FETCH RELATIVE,FIR xts759 NULL       00
7060 MAX of column derived from <set function specifica xts760 NULL       03
7061 Defined character set in <comparison predicate>    xts761 NULL       06
7062 Defined character set in <like predicate>          xts762 NULL       04
7063 Access to CHARACTER_SETS view                      xts763 NULL       03
7064 REVOKE USAGE on character set RESTRICT             xts764 NULL       19
7065 REVOKE USAGE on character set CASCADE              xts765 NULL       68
7066 Drop character set no granted privileges           xts766 NULL       08
7067 DROP character set, outstanding granted privileges xts767 NULL       12
7068 Presence of SQL_TEXT in CHARACTER_SETS view        xts768 NULL       06
7069 <Character set specification> of LATIN1 in <litera xts769 NULL       16
7070 <Character set specification> of SQL_CHARACTER in  xts770 NULL       09
7071 CHARACTER SET ASCII_GRAPHIC in <data type>         xts771 NULL       10
7500 CREATE DOMAIN -SQL Procedure statement,no options  yts750 NULL       19
7501 CREATE DOMAIN as SQL proc statement with default   yts751 NULL       18
7502 CREATE DOMAIN-SQL proc statement with constraint   yts752 NULL       12
7503 DROP DOMAIN RESTRICT                               yts753 NULL       06
7504 DROP DOMAIN CASCADE - domain definition in use     yts754 NULL       12
7505 DROP DOMAIN CASCADE-domain w. default + constraint yts755 NULL       11
7506 Domain Constraint Containing VALUE                 yts756 NULL       12
7507 INSERT value in column defined on domain           yts757 NULL       08
7508 Put value in col defined on dom breaking constrain yts757 NULL       03
7509 GRANT USAGE on a domain                            yts759 NULL       16
7510 DROP SCHEMA - empty schema with restrict           yts776 NULL       04
7511 DROP SCHEMA - non-empty schema                     yts777 NULL       14
7512 Scr.cursor,no ORDER,FETCH all,FIRST,LAST,NEXT      yts783 NULL       00
7513 Scr.cursor with joined table, FETCH ABS literal    yts784 NULL       00
7517 <query expression> with EXCEPT                     yts762 NULL       32
7518 <query expression> with INTERSECT CORRESPONDING    yts763 NULL       07
7519 <query expression> with UNION ALL CORRESPONDING BY yts764 NULL       11
7520 ALTER TABLE SET COLUMN DEFAULT                     yts778 NULL       28
7521 ALTER TABLE DROP COLUMN DEFAULT                    yts779 NULL       12
7522 CREATE CHARACTER SET, implicit default collation   yts788 NULL       06
7523 CREATE CHAR SET in schema def,COLLATION FROM DEFLT yts789 NULL       07
7524 GRANT USAGE on character set,WITH GRANT OPTION     yts790 NULL       01
7525 GRANT USAGE on character set,WITH GRANT OPTION     yts791 NULL       05
7526 GRANT USAGE on character set,WITH GRANT OPTION     yts792 NULL       07
7527 GRANT USAGE on character set,no WGO                yts793 NULL       03
7528 GRANT USAGE on character set, no WGO               yts794 NULL       05
7529 GRANT USAGE on character set, no WGO               yts795 NULL       02
7530 <scalar subquery> as first operand in <comp pred>  yts796 NULL       02
7531 <subqry> as<row val constructor>in<null predicate> yts799 NULL       10
7532 <nul pred><interval value exp> as <row value cons> yts800 NULL       02
7534 CASE expression with one simple WHEN               yts760 NULL       05
7535 CASE expression with searched WHEN                 yts761 NULL       08
7536 Set local time zone - valid value                  yts781 NULL       27
7537 Explicit table constrnts in TABLE_CONSTRAINTS view yts765 NULL       12
7538 Column constraints in TABLE_CONSTRAINTS view       yts765 NULL       12
7539 Unique identification in TABLE_CONSTRAINTS view    yts765 NULL       05
7540 Explicit table constrnts - REFERENTIAL_CONSTRAINTS yts766 NULL       10
7541 Column constraints in REFERENTIAL_CONSTRAINTS view yts766 NULL       10
7542 Unique id in REFERENTIAL_CONSTRAINTS view          yts766 NULL       05
7543 Values in columns of REFERENTIAL_CONSTRAINTS view  yts766 NULL       11
